price,area,address,Mã tin,Hướng,Phòng ăn,Loại tin,Đường trước nhà,Nhà bếp,Loại BDS,Pháp lý,Sân thượng,Chiều ngang,Số lầu,Chổ để xe hơi,Chiều dài,Số phòng ngủ,Chính chủ
 25.5 tỷ , 80 m, Phố Huỳnh Thúc Kháng. Phường Láng Hạ. Quận Đống Đa. Hà Nội,10798129,_,---,Cần bán,10m,---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,8m,7,---,---,10,---
 25.5 tỷ , 60 m, Phố Huỳnh Thúc Kháng. Phường Láng Hạ. Quận Đống Đa. Hà Nội,10757263,_,---,Cần bán,15m,---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,6m,7,---,---,7,---
 3.4 tỷ , 40 m, Đường Triều Khúc. Phường Thanh Xuân Nam. Quận Thanh Xuân. Hà Nội,11058001,_,---,Cần bán,4m,---,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,4m,5,---,10m,7,---
 38 tỷ , 165 m, Đường Nguyễn Chí Thanh. Phường Láng Hạ. Quận Đống Đa. Hà Nội,10937500,_,---,Cần bán,40m,---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,5m,4,---,---,4,---
 18.9 tỷ , 52 m, Phố Huế. Phường Bùi Thị Xuân. Quận Hai Bà Trưng. Hà Nội,11294709,_,---,Cần bán,10m,---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,"4,tm",6,---,---,6,---
 2.1 tỷ , 25 m, Phố Xã Đàn. Phường Ô Chợ Dừa. Quận Đống Đa. Hà Nội,11437982,_,---,Cần bán,3m,---,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,3m,4,---,8m,3,---
 23 tỷ , 100 m, Đường Đào Tấn. Phường Đội Cấn. Quận Ba Đình. Hà Nội,11468900,_,---,Cần bán,5m,---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,9m,7,---,---,10,---
 34 tỷ , 160 m, Phố Xã Đàn. Phường Nam Đồng. Quận Đống Đa. Hà Nội,11488611,_,---,Cần bán,5m,---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,9m,4,---,---,4,---
 133 tỷ , 250 m, Phố Hàng Bạc. Phường Hàng Gai. Quận Hoàn Kiếm. Hà Nội,11488571,_,---,Cần bán,15m,---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,7m,5,---,---,4,---
 4.8 tỷ , 35 m, Đường Trần Khát Chân. Phường Cầu Dền. Quận Hai Bà Trưng. Hà Nội,12112767,_,---,Cần bán,3m,---,Nhà trong hẻm,---,---,---,5,---,---,4,---
 6.3 tỷ , 48 m, Đường  Hồ Đền Lừ. Phường Mai Động. Quận Hoàng Mai. Hà Nội,12143655,_,,Cần bán,4m,,Nhà trong hẻm,---,,5m,5,,---,5,---
 4 tỷ , 50 m, Đường Đại Kim. Phường Đại Kim. Quận Hoàng Mai. Hà Nội,12143545,_,,Cần bán,4m,,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,5m,5,,---,4,---
 1.7 tỷ , 40 m, Phố Đồng Nhân. Xã Đông La. Huyện Hoài Đức. Hà Nội,11997147,_,,Cần bán,3m,,Nhà mặt tiền,---,,4m,3,,10m,3,---
 1.45 tỷ , 40 m, Đường Quốc lộ 6. Phường Biên Giang. Quận Hà Đông. Hà Nội,12139193,_,,Cần bán,3m,,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,"5,51m",3,,"7,38m",3,---
 54 tỷ , 160 m, Đường Hoàng Quốc Việt. Phường Nghĩa Đô. Quận Cầu Giấy. Hà Nội,12136712,_,,Cần bán,15m,,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,,10m,8,,---,10,---
 7.5 tỷ , 82 m, Đường Lạc Long Quân. Phường Bưởi. Quận Tây Hồ. Hà Nội,11392797,_,,Cần bán,3m,,Nhà trong hẻm,---,,"6,5m",6,,"12,5m",4,---
 4.7 tỷ , 33 m, Phố Lê Trọng Tấn. Phường Khương Mai. Quận Thanh Xuân. Hà Nội,12135710,_,,Cần bán,3m,,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,"3,3m",5,,10m,3,---
 10 tỷ , 50 m, Đường Nguyễn Trãi Đường Khương Trung. Phường Khương Thượng. Quận Đống Đa. Hà Nội,12134881,_,,Cần bán,5m,,Nhà trong hẻm,---,,5m,5,,10m,6,---
 4.2 tỷ , 40 m, Đường Lạc Long Quân. Phường Nghĩa Đô. Quận Cầu Giấy. Hà Nội,11654077,_,,Cần bán,2m,,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,4m,5,---,"10,5m",3,---
 5.2 tỷ , 40 m, Phố Võng Thị. Phường Bưởi. Quận Tây Hồ. Hà Nội,11665764,_,,Cần bán,"2,5m",,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,4m,5,---,10m,3,---
 5.89 tỷ , 50 m, 663 Đường Trương Định. Phường Giáp Bát. Quận Hoàng Mai. Hà Nội,10956818,Đông Nam,,Cần bán,3m,,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,5m,4,,10m,4,---
 2.88 tỷ , 33 m, Đường Thanh Đàm. Phường Thanh Trì. Quận Hoàng Mai. Hà Nội,11876050,_,---,Cần bán,4m,---,Nhà trong hẻm,---,---,---,5,---,---,3,---
 2.25 tỷ , 22 m, Đường Vĩnh Hưng. Phường Vĩnh Hưng. Quận Hoàng Mai. Hà Nội,11996663,_,---,Cần bán,2m,---,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,4,---,---,3,---
 98 tỷ , 191 m, Phố Quan Hoa. Phường Quan Hoa. Quận Cầu Giấy. Hà Nội,12123643,_,---,Cần bán,---,---,Văn phòng,---,---,---,---,---,---,---,---
 4.1 tỷ , 45 m, Đường Minh Khai. Phường Minh Khai. Quận Hai Bà Trưng. Hà Nội,12112601,_,---,Cần bán,4m,---,Nhà trong hẻm,---,---,4m,5,---,11m,5,---
 40 triệu / m, 47 m, Đường Uy Nỗ. Xã Uy Nỗ. Huyện Đông Anh. Hà Nội,11687220,Tây Bắc,---,Cần bán,4m,---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,"3,95m",---,---,"11,4m",---,---
 43 triệu / m, 60 m, Đường Quốc Lộ 3. Xã Nguyên Khê. Huyện Đông Anh. Hà Nội,11724181,Bắc,---,Cần bán,5m,---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,4m,---,---,15m,---,---
 1.35 tỷ , 44 m, Đường Quốc Lộ 2. Xã Phú Cường. Huyện Sóc Sơn. Hà Nội,11704939,Bắc,,Cần bán,4m,,"Biệt thự, nhà liền kề",Sổ hồng/ Sổ đỏ,,---,3,,---,3,---
 27.5 triệu / m, 113 m, Đường Tỉnh Lộ 131. Xã Quang Tiến. Huyện Sóc Sơn. Hà Nội,11740530,Đông Nam,---,Cần bán,5m,---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,"4,92m",---,---,23m,---,---
 17.5 triệu / m, 57 m, Đường Tỉnh Lộ 131. Xã Quang Tiến. Huyện Sóc Sơn. Hà Nội,11808042,Tây Bắc,---,Cần bán,"3,5m",---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,"4,25m",---,---,"13,5m",---,---
 43 triệu / m, 48 m, Đường Uy Nỗ. Xã Uy Nỗ. Huyện Đông Anh. Hà Nội,11858691,Nam,---,Cần bán,"3,5m",---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,"4,8m",---,---,10m,---,---
 14 triệu / m, 230 m, Đường Tỉnh Lộ 131. Xã Quang Tiến. Huyện Sóc Sơn. Hà Nội,11906977,Tây Bắc,---,Cần bán,3m,---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,25m,---,---,8m,---,---
 3.9 tỷ , 90 m, Đông Anh Đường Quốc Lộ 3. Xã Tiên Dược. Huyện Sóc Sơn. Hà Nội,11986444,_,,Cần bán,0m,,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,,7m,---,,---,---,---
 3.2 tỷ , 60 m, Đường Quốc Lộ 3. Xã Uy Nỗ. Huyện Đông Anh. Hà Nội,12044032,_,---,Cần bán,4m,---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,9m,---,---,"6,5m",---,---
 22.5 triệu / m, 125 m, Đường Tỉnh Lộ 131. Xã Quang Tiến. Huyện Sóc Sơn. Hà Nội,12043093,Đông Bắc,---,Cần bán,12m,---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,5m,---,---,25m,---,---
 1.82 tỷ , 43 m, Đường Uy Nỗ. Xã Uy Nỗ. Huyện Đông Anh. Hà Nội,12043327,Tây,---,Cần bán,4m,---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,"5,35m",---,---,8m,---,---
 27 tỷ , 160 m, Đường Quốc Lộ 3. Xã Uy Nỗ. Huyện Đông Anh. Hà Nội,12050690,Đông,---,Cần bán,40m,---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,"7,9m",---,---,20m,---,---
 990 triệu , 70 m, Đường Tỉnh Lộ 131. Xã Quang Tiến. Huyện Sóc Sơn. Hà Nội,12057569,Đông,---,Cần bán,3m,---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,---,---,---,---,---,---
 1.32 tỷ , 46 m, Đường Uy Nỗ. Xã Uy Nỗ. Huyện Đông Anh. Hà Nội,12057396,Nam,---,Cần bán,3m,---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,"6,2m",---,---,"7,23m",---,---
 950 triệu , 40 m, Đường Quốc Lộ 3. Xã Nguyên Khê. Huyện Đông Anh. Hà Nội,12073009,Bắc,---,Cần bán,4m,---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,"4,,2m",---,---,"4,28m",---,---
 2.85 tỷ , 100 m, Đường Tỉnh Lộ 131. Xã Quang Tiến. Huyện Sóc Sơn. Hà Nội,12085411,_,---,Cần bán,20m,---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,5m,---,---,20m,---,---
 56 triệu / m, 58 m, Đường Quốc lộ 23. Xã Việt Hùng. Huyện Đông Anh. Hà Nội,12086140,_,---,Cần bán,12m,---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,"4,66m",---,---,---,---,---
 1.032 tỷ , 65 m, Đường Tỉnh Lộ 131. Xã Quang Tiến. Huyện Sóc Sơn. Hà Nội,12080079,_,---,Cần bán,3m,---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,5m,---,---,13m,---,---
 4.8 tỷ , 35 m, Đường Thịnh Quang. Phường Thịnh Quang. Quận Đống Đa. Hà Nội,11905515,Nam,,Cần bán,3m,,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,---,5,---,---,4,---
 4.2 tỷ , 45 m, Phố Chính Kinh. Phường Nhân Chính. Quận Thanh Xuân. Hà Nội,11913363,Tây,,Cần bán,"2,5m",,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,---,3,---,---,3,---
 4.3 tỷ , 36 m, Phố Chính Kinh. Phường Nhân Chính. Quận Thanh Xuân. Hà Nội,11913419,Tây Bắc,,Cần bán,"2,5m",,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,---,4,---,---,3,---
 6.15 tỷ , 35 m, Phố Hồ Đắc Di. Phường Nam Đồng. Quận Đống Đa. Hà Nội,11892817,Tây Nam,,Cần bán,4m,,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,---,4,---,---,3,---
 3.95 tỷ , 27 m, Đường Trung Liệt. Phường Trung Liệt. Quận Đống Đa. Hà Nội,11895172,Đông Nam,---,Cần bán,"2,5m",---,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,4,---,---,3,---
 5.1 tỷ , 37 m, Phố Thái Thịnh. Phường Thịnh Quang. Quận Đống Đa. Hà Nội,11885776,Tây Bắc,,Cần bán,2m,,Nhà trong hẻm,---,,"3,5m",4,---,---,4,---
 5.3 tỷ , 31 m, Đường Thịnh Quang. Phường Thịnh Quang. Quận Đống Đa. Hà Nội,11884071,_,,Cần bán,3m,,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,---,5,,---,4,---
 4.15 tỷ , 38 m, Đường Bùi Xương Trạch. Phường Khương Đình. Quận Thanh Xuân. Hà Nội,11917480,Bắc,,Cần bán,"2,5m",,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,---,5,---,---,4,---
 5.2 tỷ , 47 m, Phố Quan Nhân. Phường Nhân Chính. Quận Thanh Xuân. Hà Nội,11917351,Bắc,,Cần bán,3m,,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,---,4,---,---,4,---
 5.25 tỷ , 37 m, Phố Nguyễn Ngọc Vũ. Phường Trung Hòa. Quận Cầu Giấy. Hà Nội,11969832,Tây Nam,,Cần bán,"2,5m",,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,---,3,---,---,3,---
 4.88 tỷ , 35 m, Đường Láng Hạ. Phường Láng Hạ. Quận Đống Đa. Hà Nội,11969886,Tây,,Cần bán,2m,,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,---,5,---,---,3,---
 6 tỷ , 49 m, Đường Kim Mã. Phường Kim Mã. Quận Ba Đình. Hà Nội,11957003,Đông,,Cần bán,"3,5m",,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,---,4,---,---,4,---
 72 tỷ , 140 m, Phố Trần Phú. Phường Điện Biên. Quận Ba Đình. Hà Nội,8677291,_,,Cần bán,30m,,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,,---,5,,---,8,---
 88 tỷ , 162 m, Phố Hàng Đào. Phường Hàng Đào. Quận Hoàn Kiếm. Hà Nội,8712814,_,,Cần bán,15m,,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,,---,4,,---,8,---
 260 tỷ , 416 m, Phố Thái Hà. Phường Trung Liệt. Quận Đống Đa. Hà Nội,8392531,_,---,Cần bán,30m,---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,6,---,---,20,---
 169 tỷ , 188 m, Phố Tràng Tiền. Phường Tràng Tiền. Quận Hoàn Kiếm. Hà Nội,8473903,_,,Cần bán,15m,,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,,---,3,,---,5,---
 73 tỷ , 200 m, Đường Xuân Diệu. Phường Quảng An. Quận Tây Hồ. Hà Nội,8465469,_,,Cần bán,15m,,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,,---,7,,---,15,---
 93 tỷ , 105 m, Phố Lương Văn Can. Phường Hàng Đào. Quận Hoàn Kiếm. Hà Nội,8471151,_,,Cần bán,10m,,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,,---,1,,---,3,---
 70.5 tỷ , 141 m, Đường Bùi Thị Xuân. Phường Bùi Thị Xuân. Quận Hai Bà Trưng. Hà Nội,8464073,_,,Cần bán,12m,,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,,---,11,,---,18,---
 88 tỷ , 188 m, Phố Lê Văn Hưu. Phường Ngô Thì Nhậm. Quận Hai Bà Trưng. Hà Nội,8424012,_,,Cần bán,25m,,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,,---,4,,---,5,---
 130 tỷ , 234 m, Đường Nguyễn Hoàng. Phường Mỹ Đình 2. Quận Nam Từ Liêm. Hà Nội,8403475,_,,Cần bán,50m,,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,,---,8,,---,8,---
 160 tỷ , 230 m, Phố Triệu Việt Vương. Phường Bùi Thị Xuân. Quận Hai Bà Trưng. Hà Nội,8412358,_,,Cần bán,15m,,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,,---,10,,---,23,---
 78 tỷ , 110 m, Phố Triệu Việt Vương. Phường Bùi Thị Xuân. Quận Hai Bà Trưng. Hà Nội,8413364,_,---,Cần bán,15m,---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,9,---,---,15,---
 119 tỷ , 193 m, Phố Triệu Việt Vương. Phường Bùi Thị Xuân. Quận Hai Bà Trưng. Hà Nội,8414189,_,,Cần bán,15m,,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,,---,4,---,---,5,---
 100 tỷ , 160 m, Phố Triệu Việt Vương. Phường Bùi Thị Xuân. Quận Hai Bà Trưng. Hà Nội,8412889,_,,Cần bán,15m,,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,,---,2,,---,3,---
 88 tỷ , 190 m, Phố Triệu Việt Vương. Phường Bùi Thị Xuân. Quận Hai Bà Trưng. Hà Nội,8415077,_,,Cần bán,15m,,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,,---,4,,---,8,---
 260 tỷ , 490 m, Phố Thợ Nhuộm. Phường Trần Hưng Đạo. Quận Hoàn Kiếm. Hà Nội,8419091,_,,Cần bán,30m,,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,,---,3,,---,5,---
 56 tỷ , 108 m, Đường Bùi Thị Xuân. Phường Bùi Thị Xuân. Quận Hai Bà Trưng. Hà Nội,8515102,_,,Cần bán,10m,,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,,---,8,,---,8,---
 195 tỷ , 450 m, Phố Cao Bá Quát. Phường Điện Biên. Quận Ba Đình. Hà Nội,8610109,_,,Cần bán,12m,,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,,---,3,,---,5,---
 290 tỷ , 395 m, Đường Trần Hưng Đạo. Phường Phan Chu Trinh. Quận Hoàn Kiếm. Hà Nội,8624719,_,,Cần bán,30m,,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,,---,11,,---,39,---
 155 tỷ , 170 m, Đường Trần Hưng Đạo. Phường Phan Chu Trinh. Quận Hoàn Kiếm. Hà Nội,8576843,_,,Cần bán,30m,,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,,---,7,---,---,15,---
 40 tỷ , 500 m, Phố Quan Nhân. Phường Nhân Chính. Quận Thanh Xuân. Hà Nội,7738963,_,---,Cần bán,6m,---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,14m,1,---,---,---,---
 14 tỷ , 68 m, Phố Phương Mai. Phường Phương Mai. Quận Đống Đa. Hà Nội,6746377,_,---,Cần bán,12m,---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,"6,8m",4,---,---,5,---
 950 triệu , 52 m, Đường Giải Phóng. Phường Tân Mai. Quận Hoàng Mai. Hà Nội,12168904,_,,Cần bán,---,,Căn hộ chung cư,Sổ hồng/ Sổ đỏ,,---,---,,---,2,---
 10.9 tỷ , 54 m, Đường Nguyễn Xiển. Phường Thanh Xuân Nam. Quận Thanh Xuân. Hà Nội,12180591,_,,Cần bán,6m,,"Biệt thự, nhà liền kề",Sổ hồng/ Sổ đỏ,---,---,1,,---,1,---
 49.5 tỷ , 200 m, Đường Nguyễn Tuân. Phường Nhân Chính. Quận Thanh Xuân. Hà Nội,12180487,_,,Cần bán,8m,,"Biệt thự, nhà liền kề",Sổ hồng/ Sổ đỏ,,---,6,,---,3,---
 5.4 tỷ , 43 m, Đường Triều Khúc. Phường Thanh Xuân Bắc. Quận Thanh Xuân. Hà Nội,12178228,_,,Cần bán,5m,,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,---,3,,---,3,---
 10.9 tỷ , 54 m, Đường Nguyễn Xiển. Phường Thanh Xuân Bắc. Quận Thanh Xuân. Hà Nội,12163711,_,,Cần bán,8m,,"Biệt thự, nhà liền kề",Sổ hồng/ Sổ đỏ,,---,2,,---,2,---
 23.5 tỷ , 110 m, Phố Phùng Khoang. Phường Thanh Xuân Bắc. Quận Thanh Xuân. Hà Nội,12160360,_,,Cần bán,4m,,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,---,8,---,6m,39,---
 6.5 tỷ , 32 m, Phố Ngụy Như Kon Tum. Phường Nhân Chính. Quận Thanh Xuân. Hà Nội,12160165,_,,Cần bán,6m,,"Biệt thự, nhà liền kề",Sổ hồng/ Sổ đỏ,,---,5,,---,3,---
 8.4 tỷ , 62 m, Đường Mỗ Lao. Phường Mộ Lao. Quận Hà Đông. Hà Nội,12110479,_,,Cần bán,6m,,"Biệt thự, nhà liền kề",Sổ hồng/ Sổ đỏ,,---,4,,---,4,---
 6.1 tỷ , 50 m, Đường Mỗ Lao. Phường Mộ Lao. Quận Hà Đông. Hà Nội,12110401,_,---,Cần bán,8m,---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,---,---,,---,---,---
 8.5 tỷ , 62 m, Đường Ao Sen. Phường Mộ Lao. Quận Hà Đông. Hà Nội,12097585,_,,Cần bán,6m,,"Biệt thự, nhà liền kề",Sổ hồng/ Sổ đỏ,,---,4,,---,4,---
 8.9 tỷ , 63 m, Phố Chính Kinh. Phường Nhân Chính. Quận Thanh Xuân. Hà Nội,12077855,_,,Cần bán,5m,,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,,---,2,---,---,2,---
 8.6 tỷ , 44 m, Đường Khuất Duy Tiến. Phường Nhân Chính. Quận Thanh Xuân. Hà Nội,12066013,_,,Cần bán,5m,,"Biệt thự, nhà liền kề",Sổ hồng/ Sổ đỏ,,---,4,,---,4,---
 9.4 tỷ , 75 m, Đường Khuất Duy Tiến. Phường Nhân Chính. Quận Thanh Xuân. Hà Nội,12065951,_,,Cần bán,5m,,"Biệt thự, nhà liền kề",Sổ hồng/ Sổ đỏ,,---,5,---,---,4,---
 8.7 tỷ , 44 m, Phố Ngụy Như Kon Tum. Phường Nhân Chính. Quận Thanh Xuân. Hà Nội,12047331,_,,Cần bán,6m,,"Biệt thự, nhà liền kề",Sổ hồng/ Sổ đỏ,,---,4,,---,4,---
 6.3 tỷ , 48 m, Đường Mỗ Lao. Phường Mộ Lao. Quận Hà Đông. Hà Nội,12042950,_,---,Cần bán,6m,---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,---,---,---,---,---,---
 1.15 tỷ , 30 m, Đường Vĩnh Hưng. Phường Vĩnh Hưng. Quận Hoàng Mai. Hà Nội,10549943,_,---,Cần bán,3m,---,Nhà trong hẻm,---,---,---,3,---,---,2,---
 2.1 tỷ , 34 m, Đường Vĩnh Hưng. Phường Vĩnh Hưng. Quận Hoàng Mai. Hà Nội,10910672,_,---,Cần bán,3m,---,Nhà trong hẻm,Giấy tờ hợp lệ,---,---,2,---,---,2,---
 860 triệu , 31 m, Đường Tân Khai. Phường Vĩnh Hưng. Quận Hoàng Mai. Hà Nội,11113358,_,---,Cần bán,3m,---,Nhà trong hẻm,---,---,3m,2,---,10m,3,---
 65 tỷ , 133 m, Phố Thái Hà. Phường Trung Liệt. Quận Đống Đa. Hà Nội,11735948,_,---,Cần bán,50m,---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,5m,6,---,---,6,---
 50 tỷ , 138 m, Đường Trương Công Giai. Phường Dịch Vọng Hậu. Quận Cầu Giấy. Hà Nội,11712713,_,---,Cần bán,25m,---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,11m,4,---,---,4,---
 43 tỷ , 85 m, Phố Yên Hoa. Phường Yên Phụ. Quận Tây Hồ. Hà Nội,11713401,_,---,Cần bán,18m,---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,6m,6,---,---,10,---
 65 tỷ , 148 m, Phố Trấn Vũ. Phường Trúc Bạch. Quận Ba Đình. Hà Nội,11710895,_,---,Cần bán,11m,---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,5m,7,---,---,24,---
 120 tỷ , 400 m, Đường Võ Chí Công. Phường Nghĩa Đô. Quận Cầu Giấy. Hà Nội,11724997,_,---,Cần bán,50m,---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,12m,9,---,---,5,---
 25 tỷ , 63 m, Đường Kim Mã. Phường Kim Mã. Quận Ba Đình. Hà Nội,11706849,_,---,Cần bán,50m,---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,4m,5,---,---,4,---
 62 tỷ , 128 m, Đường Vũ Phạm Hàm. Phường Yên Hòa. Quận Cầu Giấy. Hà Nội,11708207,_,---,Cần bán,50m,---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,8m,4,---,---,4,---
 25 tỷ , 95 m, Đường Đồng Cổ. Phường Bưởi. Quận Tây Hồ. Hà Nội,11820282,_,---,Cần bán,6m,---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,5m,3,---,---,4,---
 65 tỷ , 188 m, Phố Võng Thị. Phường Bưởi. Quận Tây Hồ. Hà Nội,11820380,_,---,Cần bán,8m,---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,15m,3,---,---,5,---
 100 tỷ , 295 m, Phố Nhật Chiêu. Phường Nhật Tân. Quận Tây Hồ. Hà Nội,11802623,_,---,Cần bán,18m,---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,6m,2,---,---,2,---
 50 tỷ , 152 m, Đường Yên Phụ. Phường Yên Phụ. Quận Tây Hồ. Hà Nội,11807039,_,---,Cần bán,18m,---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,8m,1,---,---,1,---
 10 tỷ , 35 m, Phố Hoàng Sâm. Phường Nghĩa Đô. Quận Cầu Giấy. Hà Nội,11802374,_,---,Cần bán,18m,---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,4m,5,---,---,3,---
 50 tỷ , 130 m, Phố Dịch Vọng Hậu. Phường Dịch Vọng Hậu. Quận Cầu Giấy. Hà Nội,11802387,_,---,Cần bán,25m,---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,8m,1,---,---,1,---
 18 tỷ , 45 m, Đường Hồ Ba Mẫu. Phường Kim Liên. Quận Đống Đa. Hà Nội,11794117,_,---,Cần bán,18m,---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,4m,4,---,---,4,---
 25 tỷ , 80 m, Phố Đông Các. Phường Ô Chợ Dừa. Quận Đống Đa. Hà Nội,11794153,_,---,Cần bán,18m,---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,5m,8,---,---,16,---
 31 tỷ , 106 m, Phố Bạch Mai. Phường Bạch Mai. Quận Hai Bà Trưng. Hà Nội,11794210,_,---,Cần bán,25m,---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,5m,2,---,---,2,---
 42 tỷ , 98 m, Đường Nguyễn Thị Định. Phường Trung Hòa. Quận Cầu Giấy. Hà Nội,11794358,_,---,Cần bán,18m,---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,6m,8,---,---,10,---
 27 tỷ , 60 m, Phố Phạm Tuấn Tài. Phường Dịch Vọng Hậu. Quận Cầu Giấy. Hà Nội,11757563,_,---,Cần bán,25m,---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,5m,8,---,---,4,---
 80 tỷ , 120 m, Phố Liễu Giai. Phường Liễu Giai. Quận Ba Đình. Hà Nội,11744601,_,---,Cần bán,50m,---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,10m,4,---,---,4,---
 44 tỷ , 160 m, Đường Nguyễn Khả Trạc. Phường Mai Dịch. Quận Cầu Giấy. Hà Nội,11739254,_,---,Cần bán,18m,---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,10m,5,---,---,5,---
 4.8 tỷ , 42 m, Phố Đội cấn. Phường Liễu Giai. Quận Ba Đình. Hà Nội,12026057,_,---,Cần bán,2m,---,Nhà trong hẻm,---,---,"3,5m",4,---,13m,3,---
