,Price,Address,Area,Direction,Facade,Building Line,Floors,Bedrooms,Toilets,Details,Publish Time,Type,ID,District
20720,3600,"Ngõ phố 234, Hoàng Quốc Việt, Cầu Giấy, Hà Nội",36.0,None,3.0,2.0,5,4,4,"✅  Bán nhà tuyệt đẹp mặt ngõ thông 234 Hoàng Quốc Việt, Nghĩa Tân, Cầu Giấy. Hoặc có thể đi từ 297 Trần Cung, Bắc Từ Liêm. Nhà mặt ngõ thông, ô tô nhỏ đỗ cửa, kinh doanh (cửa hàng, tạp hóa, quầy thuốc...) cách khu đô thị Nam Cường 30m thuận tiện đi lại, sinh hoạt. ------------------------------------------------------------------------------------- ✔️  Nhà thiết kế Tân Cổ Điển sang trong đẳng cấp ngập tràn ánh sáng tự nhiên. - Diện tích 35 m2, 5 tầng mới đẹp, 4 phòng ngủ. - Tầng 1: Kinh doanh, buôn bán, bếp, để xe. - Tầng 2, 3: Mỗi tầng 1 phòng ngủ rộng, vệ sinh. - Tầng 4: Thiết kế 2 phòng ngủ, vệ sinh. - Tầng 5: Phòng thờ, sân phơi rộng thoáng. ✔️  Nội thất: - Trong nhà toàn hàng nhập ngoại: Sàn gỗ, cầu thang, cửa thông phòng đều được làm bằng gỗ lim, tủ âm tường, bếp điện từ, hút mùi, bình nóng lạnh, điều hòa... - Toàn bộ thiết bị nhà vệ sinh đều là hãng ToTo cao cấp, dây điện Trần Phú. ✔️  Vị trí: Nhà nằm ở vị trí đẹp, mặt ngõ thông, ô tô đỗ cửa,cách KĐT Nam Cường ,trường Cao Đẳng Y Dược Asean, trường Newton 50m. Thuận tiện đi lại sinh hoạt vô cùng. ✔️  Cam kết sổ đỏ chính chủ, đầy đủ HSTK, GPXD. ✔️  Giá thương lượng chỉ từ 3.6 tỷ- 4.6 tỷ (có thương lượng, bao sang tên) ✔️  Liên hệ  xem nhà trực tiếp Mr.Tuấn: 0964 357 352 (miễn TG)",17/03/2022,Tin thường,batdongsan_so_com_vn_1673829946.9478142,Cầu Giấy
20740,1160,"Biên Giang, Hà Đông, Hà Nội",58.0,None,4.0,3.0,None,None,None,"Bán rẻ trả nợ 58m đất Mỹ,Biên Giang,Hà Đông đường oto tránh cách 50m giá chỉ 20trDo cần tiền trả nợ nên cần bán rẻ hơn trong khu vực. Thiện chí bán ngay. Đừng lướt qua khi cơ hội đến.- Diện tích 58m2 mặt tiền 4,7m, đường 6m. Đất vuông vắn. Không lỗi phong thuỷ+ Mô Tả:Cách trường Mầm Non, cấp 1, cấp 2 , UBND phường Biên Giang, chợ đầu mối Biên Giang khoảng 1 km nên tiện ích đầy đủ, giao thông di chuyển rất thuận lợi.- Pháp lý rõ ràng, sổ đỏ chính chủ.Liên hệ xem đất 24/7: Mr. Dương/0914450004.",16/03/2022,Tin thường,batdongsan_so_com_vn_1673829992.2883306,Hà Đông
20745,14500,"Thái Hà, Đống Đa, Hà Nội",55.0,None,6.0,7.0,6,7,7,"Bán nhà mặt ngõ 165 phân lô phố Thái Hà, Đống Đa 55m2, 6 tầng nhà mới, mặt tiền 6, giá chào 14.5 tỷ có thương lượng.PHÂN LÔ LÔ GÓC PHỐ THÁI HÀ 6 TẦNG THANG MÁY NHÀ MỚI- Ô TÔ TRÁNH, GARA Ô TÔ - KINH DOANH.+ Vị trí đắc địa trung tâm quận Đống Đa, lô góc 2 mặt tiền, 6 tầng nhà mới, ô tô tránh kinh doanh các loại mặt hàng.+ Thiết kế 6 tầng thang máy và 4 phòng ngủ rộng, vệ sinh khép kín.+ Giao thông thuận lợi, cách phố Thái Hà 60m, 100m phố Yên Lãng, Rạp chiếu phim Quốc gia...+ Sổ đỏ chính chủ.+ Liên hệ: Mr. Hoan 0877.855.777 Zalo, Viber, Fb ( Hoan Biệt thự, Liền Kề, Mặt Phố, Khách Sạn). Miễn phí xem nhà đến tư vấn pháp lý.+ Fanpage: https://www.facebook.com/Estatebds.vn",16/03/2022,Tin thường,batdongsan_so_com_vn_1673829997.9496255,Đống Đa
20753,15000,"Thái Hà, Đống Đa, Hà Nội",50.0,None,7.0,6.0,6,5,5,"Bán nhà phân lô phố Thái Hà, Đống Đa, lô góc 50m2, 6 tầng, mặt tiền 6.5m, giá chào 15 tỷ có thương lượng.SIÊU PHẨM LÔ GÓC - THÁI HÀ 6 TẦNG THANG MÁY - Ô TÔ TRÁNH - KINH DOANH ĐỈNH CAO - MỚI ĐÉT ĐÈN ĐẸT - CHUYỂN VỀ Ở LUÔN.+ Vị trí đắc địa, lô góc hai mặt tiền thoáng, xây 6 tầng mới đẹp, thiết kế hiện đại, công năng ưu việt.+ Mặt ngõ ô tô tránh kinh doanh đỉnh cao.+ Tầng 1: Gara+ Tầng 2: Khách + Bếp+ Tầng 3,4,5: mỗi tầng 1 ngủ + 1 WC+ Tầng 6: Phòng thờ + Sân phơi.+ Sổ đỏ vuông đẹp pháp lý chuẩn.+ Liên hệ: Mr. Hoan 0877.855.777 Zalo, Viber, Fb ( Hoan Biệt thự, Liền Kề, Mặt Phố, Khách Sạn). Miễn phí xem nhà đến tư vấn pháp lý.+ Fanpage: https://www.facebook.com/Estatebds.vn",16/03/2022,Tin thường,batdongsan_so_com_vn_1673830024.8628855,Đống Đa
20757,24000,"Trung Kính, Cầu Giấy",92.0, Đông bắc,4.0,7.0,4,4,4,"Chính chủ gửi bán gấp nhà mặt ngõ Phố Trung Kính, hai oto tải tránh nhau: -  Diện tích: 92M2( 4.5m x 20.4m) - Xây 4 tầng, 4PN+ 1 Phòng bếp và phòng thờ ở tầng 4 - Tầng 1 đang cho thuê làm văn phòng công ty, tầng 2 có sân trồng cây - Đường rước nhà rộng 7M, đối diện là quy hoạch xây chung cư cao cấp và TTTM( Hiện đang quây tôn cho thuê làm kho hàng) Sổ đỏ chính chủ Giá bán: 24.5 tỷ (  có thương lượng)  Liên hệ: Anh Hoàng: 0839 763366  Bán nhà phố trung kính, nhà mặt phố trung kính, nhà đất trung kính, nhà đất cầu giấy, bán nhà mặt phố trung kính, nhà mặt phố quận cầu giấy, nhà liền kề trung kính, chính chủ bán nhà trung kính. ",16/03/2022,Tin thường,batdongsan_so_com_vn_1673830029.410862,Cầu Giấy
20759,12800,Hoàng Mai - Hoàng Văn Thụ,60.0,None,4.0,7.0,5,None,None,"ĐẲNG CẤP THƯỢNG LƯU - Ô TÔ THÔNG CÁC NGẢ Vị trí đắc địa ô tô tránh thông các ngả, vừa ở vừa cho thuê VP. - Diện tích: 60m2 x 6 tầng, có thang máy nhập khẩu Đức. - Cửa kính 2 lớp chống ồn xịn. - Gạch ốp lát Anh quốc loại xịn. - Thiết kế 6 tầng thông sàn đầy đủ công năng. + T1 - T5: Thông sàn - Khu bếp + tiểu cảnh trên tầng 6. - Hệ thống đèn thông minh. - Thiết kế thông sàn kiểu vừa ở vừa cho thuê văn phòng. - Ngõ thông Mai Động, Minh Khai - Đối diện trung tâm thương mại dịch vụ. - Sổ đỏ căng đét sẵn sàng giao dịch. - Liên hệ Mr Sơn 0379491999 ( trung gian môi giới không làm phiền).",16/03/2022,Tin thường,batdongsan_so_com_vn_1673830031.7825184,Hoàng Mai
20764,4300,"Ngõ Phố Nguyễn Đổng Chi, Nam Từ Liêm, Hà Nội",40.0,None,4.0,2.0,5,4,4,"✅  Bán nhà mới cực đẹp. Duy nhất 1 căn tại Nguyễn Đổng Chi, Hàm Nghi, Nam Từ Liêm. Nhà ôtô đậu cách cửa 15m. Nhà mặt tiền rộng, view thoáng. Nhà gần các khu trung tâm tiện đi lại và sinh hoạt. Diện tích nhà 40m2, 5 tầng.  Nội thất sang trọng, tiện nghi và đẳng cấp. --------------------------------------------------------------------- ✔️ Thiết kế và công năng: Kiến Trúc Tân cổ điển, sang trọng. Công năng sử dụng tiện lợi: - Diện tích: 40m2, 5 tầng mới đẹp và sang. 3 phòng ngủ Master. Vị trí trung tâm. - Tầng 1: Phòng khách. Phòng bếp + ăn. - Tầng 2, 3, 4: Mỗi tầng 1 phòng ngủ rộng (phòng Master) + Vệ sinh. - Tầng 5: Phòng thờ, sân phơi, kho, Khu xinh hoạt ngoài trời. ✔️ Vị trí: - Nhà có 1 căn nên nằm vị trí rất đẹp, trước nhà cực thoáng. Cửa nhà cách mặt phố và ngõ ôtô vào 15m, không gian thoáng, nhiều ánh sáng tự nhiên. - Giao thông thuận tiện, ngõ thông Hồ Tùng Mậu sang Nguyễn Đổng Chi, Hàm Nghi. Gần Vinhomes Hàm Nghi, thừa hưởng nhiều tiện ích cao cấp xung quanh. Gần trung tâm y tế, ủy ban, … ✔️ Nội thất: - Được gia chủ đầu tư cực đẹp: Các cửa, cầu thang là gỗ Lim Nam Phi. Sàn gỗ Malaysia chống trơn trượt, sang trọng và đẳng cấp. - Thiết bị vệ sinh Toto nhập khẩu. Nóng lạnh Picenza, nhôm kính Vietphap, trang trí đèn chùm, trần thạch cao sang trọng. ✔️  Cam kết sổ đỏ chính chủ, Giấy phép xây dựng,…sẵn sàng giao dịch. ✔️  Giá thương lượng chỉ: 4.3 tỷ (có thương lượng, bao sang tên). ✔️  Liên hệ xem nhà trực tiếp Mr.Tuấn: 0964 357 352 (miễn TG, MG)",16/03/2022,Tin thường,batdongsan_so_com_vn_1673830037.3765516,Nam Từ Liêm
20769,2900,"Đường Vĩnh Phúc, Vĩnh Phúc, Ba Đình",27.0,None,6.0,4.0,4,3,4,"
    
Bán nhà đẹp 27m2 4tầng mặt tiền 6m nhỉnh 2tỷ ngõ thông gần ôtô phố Vĩnh Phúc Hoàng Hoa Thám Ba Đình

VỊ TRÍ SIÊU ĐẸP - NGÕ THÔNG - 25m RA ĐƯỜNG VỈA HÈ Ô TÔ TRÁNH - NHÀ ĐẸP LONG LANH - SÂN RIÊNG ĐỂ XE

- Nhà mới đón tết, trung tâm Ba Đình, tiện ích vô vàn, gần khu 7,2 Ha, dân trí cao, an sinh tốt, giao thông thuận tiện thông các tuyến phố Vĩnh Phúc, Hoàng Hoa Thám, Đốc Ngữ, Đội Nhân, Quần Ngựa, Lạc Long Quân, Bưởi gần Hồ Tây.
- Nhà dân xây KCBT chắc chắn:
Tầng 1: Khách, bếp, sân để xe
Tầng 2,3,4: tổng 3 phòng ngủ, wc 
- Sổ đỏ chính chủ , pháp lý chuẩn. Sẵn giao dịch
Chú ý: Nhà đất cuối năm giao dịch cực nhanh xem ngay kẻo lỡ!
1. LH: A. Hoàng Anh 0934266313 (tư vấn, lọc nhà, xem nhà miễn phí)
2. Link kho nhà đẹp Quận Ba Đình: https://www.facebook.com/332042891070009/
3. Hỗ trợ tài chính cho vay mua nhà đến 80% giá trị căn nhà, lãi suất thấp nhất thị trường
",30/11/2022,Tin thường,batdongsan_so_com_vn_1673785323.9118037,Ba Đình
20771,3200,"Đường Trung Phụng, Kim Liên, Đống Đa",32.0,None,4.0,2.0,5,3,None,"Chủ nhiều năm là Bác Sỹ có tiếng, ở rất có lộc nay muốn bán để chuyển sang nhà lớn hơn nên cần bán căn nhà nằm trên phố Trung Phụng quận Đống Đa, căn nhà diện tích 32m2 xây 5 tầng vô cùng tâm huyết. Vị trí đẹp, xung quanh là các tòa nhà và chung cư cao cấp,dân trí rất cao, tiện ích thì ngập tràn, gần nhiều trường ĐH lớn. Nhà 5 tầng thiết kế thông minh với giếng trời thoáng, sáng, các phòng đều có cửa sổ, ban công, chỗ để xe thoải mái. Chủ đã đặt cọc căn biệt thự 1 tháng trước, nay cũng gần đến hạn phải thanh toán đợt cuối nên cần thanh khoản gấp căn nhà này. Sổ đỏ, pháp lý sạch. Giao dịch ngay ! Liên hệ ngay em Phước Đức : 0369699998 để đi xem nhà miễn phí Nhà đẹp - Ở sướng – Dễ thanh khoản Em Đức tận tâm, chuyên nghiệp, hiệu quả! Xin cảm ơn!",30/11/2022,Tin thường,batdongsan_so_com_vn_1673785326.192006,Đống Đa
20772,1100,"Đường Quốc lộ 5, Trâu Quỳ, Gia Lâm",30.0, Đông nam,5.0,50.0,15,1,1,🏠SIÊU PHẨM RUBY (THE ZENPARK) CAO CẤP CỦA VINHOMES OCEAN PARK GIA LÂM.  👉Căn STUDIO đã hoàn thiện full nội thất giá chỉ 1tỷ150triệu.   👉 view nhìn thẳng ra hồ cá coi hồ điều hoà quận mới. 　+  vị trí nằm ngay mặt đường lý thánh tông trục đường chính của quạn mới gia lâm  + căn hộ đã hoàn thiện full nội thất sịn sò chỉ việc xách vali về ở  LH để sở hửu ngay căn hộ chung cý cao cấp tại TP biển hồ Vinhomes Ocean Park ,30/11/2022,Tin thường,batdongsan_so_com_vn_1673785327.384814,Gia Lâm
20773,3200,"Đường Ngô Gia Tự, Đức Giang, Long Biên",35.0,None,3.0,1.0,5,3,4,"Bán Nhà Ngô Gia Tự. Hàng Xóm BigC. Oto Cách 10m. 35m. 5 Tầng. Nhỉnh 3 Tỷ NHÀ ĐẸP Ở NGAY - OTO ĐỖ CỔNG - NỞ HẬU -  DÂN TRÍ CAO - FULL TIỆN ÍCH.Vị trí : cách phố Ngô Gia Tự vài bước chân, tiện đi Vĩnh Tuy, Chương Dương.Tiện ích : ngay sau BigC Long Biên, gần trường , gần chợ, gần Bệnh viện .+ Hướng: Tây tứ trạch. Nở hậu.+ Nhà chủ mới ở được 2 năm còn mới, nhờ lộc đất làm ăn phát đạt nên chuyển chỗ mới to đẹp hơn, Thiết kế:- Tầng 1: Phòng khách + bếp.- Tầng 2, 3, 4: Mỗi tầng 1 phòng khép kín, tổng 3 phòng ngủ.- Tầng 5: Phòng thờ + sân phơi.+ Vị trí nhà đẹp, ô tô cách nhà 20m, ba gác đỗ cửa.+ Sổ nở hậu. ",30/11/2022,Tin thường,batdongsan_so_com_vn_1673785328.3831463,Long Biên
20775,3000,"Đường Nhân Mỹ, Mỹ Đình 2, Nam Từ Liêm",30.0,None,4.0,3.0,4,None,None,"+ Chính chủ cần bán nhà trước tết diện tích 30m2 x 4 tầng giá nhỉnh 3 tỷ,ô tô 5 chỗ đỗ cửa. + Nhà chủ xây tâm huyết, Nội thất đẹp. + Khu vực phát triển kinh điển, giao thông thuận tiện, dân trí cao, ăn ninh tốt.  + gần trường học, và các tiện ích. + Nhà đẹp, thiết kế hiện đại: - Tầng 1: để xe và bếp ăn. - Tầng 2: phòng khác và 1 phòng ngủ. - Tầng 3: 2 phòng ngủ wc giữa. - Tầng 4: phòng thờ và sân phơi. + có thể lên thêm tầng và cải tạo thành nhiều phòng cho thuê. + Sổ đỏ chính chủ, sẵn sàng giao dịch. + LH,Hoàng Bắc,ĐT: 0377 610 275, chuyên nhà đất,thổ địa hà nội, dẫn khách xem nhà và Tư vấn miễn phí 24/7",30/11/2022,Tin thường,batdongsan_so_com_vn_1673785330.658123,Nam Từ Liêm
20779,4250,"Đường Láng Hạ, Láng Hạ, Đống Đa",80.0,None,4.0,11.0,4,4,5," BLACK FRIDAY BÁN SIÊU HIẾM MẶT PHỐ LÁNG HẠ ĐỐNG ĐA HÀ NỘI 80m 4 TẦNG 45 TỶ  NHÀ THUỘC VỊ TRÍ TRUNG TÂM CỦA TRUNG TÂM. GIỮA PHỐ PHƯỜNG NĂNG ĐỘNG BẬC NHẤT ĐỐNG ĐA GIA CHỦ CHUYỂN NHÀ LỚN HƠN CẦN TÌM NGƯỜI PHÙ HỢP. NHÀ GẦN TRUNG TÂM CHIẾU PHIM QUỐC GIA HỒ THÀNH CÔNG, HỒ ĐỐNG ĐA…  DIỆN TÍCH 80m X 4 TẦNG GIÁ 45 TỶ LIÊN HỆ: 0904578222 (XIN VUI LÒNG GỌI TRỰC TIẾP)",30/11/2022,Tin thường,batdongsan_so_com_vn_1673785335.1939595,Đống Đa
20780,70000,"mặt phố trần hưng đạo , quận hoàn kiếm , hà nội",100.0,None,5.0,25.0,6,8,8,"Chính chủ bán nhà 6 tầng Mới xây mặt đường trần hung đạo  , thiết kế đẹp có thang máy mặt phố kinh doanh     , trần hung đạo   , hoàn kiếm  HN , nhà mặt phố kinh doanh , vị trí siêu hót giữa trung tâm HN   . thiết kế phù hợp làm văn phòng cho thuê , nội thất cao cấp  , mặt tiền rộng  5m  ,  sô đỏ chính chủ Giá ; 70  tỷ",30/11/2022,Tin thường,batdongsan_so_com_vn_1673785336.1932867,Hoàn Kiếm
20781,15000,"tuệ tĩnh , lê đại hành , quận hai bà trưng , hà nội",70.0,None,5.0,8.0,5,6,6,"Bán nhà 5 tầng   phố tuệ tĩnh , hai bà trưng   Dt 70m2 , hai mặt tiền 5m , đường oto ,  kinh doanh tốt  nhà thiết kế 5 phòng ngủ khép kín , tầng một phòng khách và bếp , có sân để xe máy . tầng 4 gian thờ và sân phơi . vị trí cách vincom bà triệu 300m , cách trung tâm bờ hồ 3 phút đi xe máy , sổ vuông đẹp không lỗi phong thủy . Giá Bán : 15 tỷ có thương lượng",30/11/2022,Tin thường,batdongsan_so_com_vn_1673785337.2435148,Hai Bà Trưng
20782,5900,"Đường Khương Trung, Khương Trung, Thanh Xuân",66.0,None,4.0,3.0,4,7,7,"
    Bán nhà riêng Khương Trung, Thanh Xuân  - Diện tích 66.5m2, 4 tầng, mặt tiền 4.6m, giá chào 5.99tỷ - Lô góc 2 thoáng, 7 phòng ngủ - Gọi ngay 0382491241 - Cam kết thông tin chuẩn 100%.Nằm trên phố Khương Trung, sát cạnh Ngã Tư Sở, ngõ thoáng sáng, cách đường ô tô chỉ vài chục mét., gần hồ Đầm Hồng, Hoàng Văn Thái, Vương Thừa Vũ, giao thông thuận tiện. Khu vực dân trí cao, tiện ích xung quanh đầy đủ từ Bãi Gửi Xe, Chợ, TTTM, Siêu Thị,... Xung quanh là các trường ĐH lớn (Y, Công Đoàn, HN, KHTN &XH,... ) Dân cư tấp nập, đông sinh viên. Trước nhà lô góc 2 mặt thoáng, một mặt Đông, một mặt Nam.Diện tích sổ 52.8m2 nhưng thực tế là 66.5m2 ( Đã có đo đạc và đính chính lại). Thiết kế 4 tầng với 7 ngủ + WC. Có thể sửa lại thành 18 phòng cho thuê cực kì đông khách. LH ngay 0382491241 làm việc trực tiếp chủ nhà - Luôn chờ cuộc gọi từ anh chị.
",30/11/2022,Tin thường,batdongsan_so_com_vn_1673785338.2767127,Thanh Xuân
20784,32000,"Đường Cầu vượt Mai Dịch, Dịch Vọng, Cầu Giấy",185.0, Tây nam,10.0,3.0,4,4,5,"Cường ơi - Tớ đang cần tìm nhà ở Hà Nội Có Sân Vườn?👍Hiện nay Cường đang có 1 căn Biệt Thự Nhà Vườn. Khu Vực Cầu Giấy. Nằm Ngay Khu Trung Tâm Cầu Giấy.🏠Lối Nhà Vườn 185m2       Mặt Tiền 10m      Khu Vực Được Phân Lô.  Biệt Thự 4 TẦNG - 4 PHÒNG NGỦ, Rộng. CÓ SÂN CHƠI - (Thiết Kế Vườn Hoa) CÓ SÂN THƯỢNG- Rộng Rãi. Đường oto.Sổ Đỏ Chính Chủ. ",30/11/2022,Tin thường,batdongsan_so_com_vn_1673785340.736135,Cầu Giấy
20785,16500,"Đường Trần Nguyên Đán, phường Định Công, quận Hoàng Mai Hà Nội",95.0,None,5.0,8.0,5,6,7,"CHÍNH CHỦ BÁN BIỆT THỰ LIỀN KỀ KHU ĐÔ THỊ ĐỊNH CÔNG, QUẬN HOÀNG MAI. THÔNG SỐ VÀNG. DT KHỦNG 95M2. MT ĐỈNH. GIÁ TỐT. VỊ TRÍ SIÊU ĐẸP- KINH DOANH VĂN PHÒNG, GYM, SHOP... Ô TÔ TRÁNH- VÀO NHÀ. TIỆN ÍCH CAO CẤP ĐA DẠNG.  + Vị trí cực đẹp. Nhà nằm giữa Khu Đô thị Định Công- Trung tâm quận Hoàng Mai. + Nhà đẹp 5 tầng DT khủng 95m2. MT đẳng cấp 5m. + Đường trước nhà rộng 8m trải nhựa. Vỉa hè rộng rãi. Ô tô tránh, vào nhà. + Mặt tiền được thiết kế rất đẹp với đường nét kiến trúc hiện đại. Nhà xây khung BTCT chắc chắn. + Khu Đô thị với An ninh- Dân trí cực cao. Tràn ngập cây xanh. Không gian sống lý tưởng. Tiện ích cao cấp đa dạng: Bể bơi bốn mùa. Vườn hoa. Đại siêu thị Aeon. Sân Tennis... Đáng ở, đáng sống. + Vừa ở vừa kinh doanh cũng rất tuyệt (TT Tiếng Anh, Văn Phòng, Phòng Khám, Gym, Shop…) + Giá nhà đất KĐT Định Công đang tăng mạnh vì Đại siêu thị Aeon kề cận đã bàn giao xong mặt bằng và Đường vành đai 2.5 đã giải tỏa đến 175 Định Công.  + Khu vực hiếm nhà bán  + Bố trí: Tầng 1: Ga ra/ Văn phòng Tầng 2,3,4: Mỗi tầng 2 phòng ngủ rộng VS khép kín. Tầng 5: Sân thượng. Vườn cây xanh. + Nhà Biệt thự liền kề phân lô vuông vắn. + Sổ đỏ đẹp cất két sẵn sàng giao dịch. -         Giá tốt: 16.5 tỷ.  _ LH: 0901985688 Phan Ước (Zalo cùng số) + Miễn Trung gian, Môi giới.  + VỚI HƠN 500 CĂN NHÀ MẶT PHỐ, NHÀ THANG MÁY, NGÕ PHÂN LÔ, KINH DOANH DÒNG TIỀN, CĂN HỘ CAO CẤP. + NHIỆT TÌNH, CHU ĐÁO TẬN TÂM. PHỤC VỤ KHÁCH HÀNG 24/7. TÌM LÀ CÓ NHỜ LÀ ĐƯỢC. Hỗ trợ cho vay mua nhà, giải ngân nhanh, thủ tục đơn giản, lãi suất thấp. ",13/10/2022,Tin thường,batdongsan_so_com_vn_1673785346.5713384,Hoàng Mai
20786,16500,"Đường Trần Nguyên Đán, KĐT Định Công, Hoàng Mai, Hà Nội",75.0,None,5.0,8.0,5,6,7,"CỰC HIẾM! CHÍNH CHỦ BÁN BIỆT THỰ LIỀN KỀ KHU ĐÔ THỊ ĐỊNH CÔNG, QUẬN HOÀNG MAI. THÔNG SỐ VÀNG. DT ĐỈNH 75M2. MT ĐẲNG CẤP. THANG MÁY NHẬP KHẨU. GIÁ TỐT. VỊ TRÍ SIÊU ĐẸP- KINH DOANH VĂN PHÒNG, GYM, SHOP... Ô TÔ TRÁNH- VÀO NHÀ. TIỆN ÍCH CAO CẤP ĐA DẠNG.  + Vị trí cực đẹp. Nhà nằm giữa Khu Đô thị Định Công- Trung tâm quận Hoàng Mai. + Thông số vàng. + Nhà đẹp 5 tầng DT khủng 75m2. MT đẳng cấp 5m. + Thang máy nhập khẩu. + Đường trước nhà rộng 8m trải nhựa. Vỉa hè rộng rãi. Ô tô tránh, vào nhà. + Mặt tiền được thiết kế rất đẹp với đường nét kiến trúc hiện đại. Nhà xây khung BTCT chắc chắn. Sân tiểu cảnh đẹp phía sau. + Khu Đô thị với An ninh- Dân trí cực cao. Tràn ngập cây xanh. Không gian sống lý tưởng. Tiện ích cao cấp đa dạng: Bể bơi bốn mùa. Vườn hoa. Đại siêu thị Aeon. Sân Tennis... Đáng ở, đáng sống. + Vừa ở vừa kinh doanh cũng rất tuyệt (TT Tiếng Anh, Văn Phòng, Phòng Khám, Gym, Shop…) + Giá nhà đất KĐT Định Công đang tăng rất mạnh vì Đại siêu thị Aeon kề cận đã bàn giao xong mặt bằng và Đường vành đai 2.5 đã giải tỏa đến 175 Định Công. + Khu vực hiếm nhà bán. Càng hiếm nhà thang máy.  + Bố trí: Tầng 1: Ga ra/ Văn phòng Tầng 2: Phòng khám, Gym, TT Tiếng Anh… Tầng 3,4: Mỗi tầng 2 phòng ngủ rộng VS khép kín. Tầng 5: Phòng thờ. Sân thượng. + Biệt thự liền kề phân lô vuông vắn. + Sổ đỏ đẹp cất két sẵn sàng giao dịch. -         Giá tốt: 16.5 tỷ.  _ LH: 0901985688 Phan Ước (Zalo cùng số) + Miễn Trung gian, Môi giới.  + VỚI HƠN 500 CĂN NHÀ MẶT PHỐ, NHÀ THANG MÁY, NGÕ PHÂN LÔ, KINH DOANH DÒNG TIỀN, CĂN HỘ CAO CẤP. + NHIỆT TÌNH, CHU ĐÁO TẬN TÂM. PHỤC VỤ KHÁCH HÀNG 24/7. TÌM LÀ CÓ NHỜ LÀ ĐƯỢC. Hỗ trợ cho vay mua nhà, giải ngân nhanh, thủ tục đơn giản, lãi suất thấp.",15/10/2022,Tin thường,batdongsan_so_com_vn_1673785348.4969902,Hoàng Mai
